State,District,Latitude,Longitude,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,sex_ratio,literacy_rate
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,1236829,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,330547,76641,829641,12228,10408,20095,364457,42540,1177342,2746,12187,285,74,138119,165403,16413,262239,88911,173309,178723,176409,132727,121856,693238,351561,190330,34586,39804,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,554985,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,152442,91230,311313,113020,11396,2641,116615,489044,59771,1962,3418,106,57,20008,73999,1214,183360,58567,80129,86008,55024,29657,17345,339145,140785,74757,3800,8953,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,380304,305064,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,67157,274726,9754,508764,242467,338861,342646,232434,154076,116396,1261238,510375,282115,21098,108998,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,195502,202188,645196,119297,188513,14210,75670,903179,116710,6565,888,35,129,5307,27037,590,215502,200861,161729,102033,63670,35342,21697,692650,222892,126682,2110,15107,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,297146,254321,940606,128656,209693,39361,173757,1165140,302626,6027,143,188,282,26760,130193,1944,321710,217460,266292,190171,96331,54419,43979,944961,338413,205514,3714,32553,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,546714,297790,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,83995,427173,11568,664219,317918,501453,449506,305054,186697,107382,1634835,648876,356445,18631,131398,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,237479,387300,696663,193402,303084,23106,105187,1044726,106865,86404,234,267,162,11836,62110,1193,326978,229157,229259,149009,69525,38383,25593,799323,324226,196164,2912,23058,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,175126,396305,751353,113561,328673,14487,114710,1104475,194680,17168,123,371,20,6798,29373,565,292052,207665,195565,147446,87844,46882,28144,860869,284036,177599,2671,16578,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,412912,623365,1409197,369913,362610,32544,271210,1856202,508586,14645,937,650,1503,16909,125431,1944,499450,503261,443980,261309,146464,77540,55122,1597269,533788,312967,6290,57582,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,1313551,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,235735,316456,761360,144603,307767,18719,81102,937126,289182,37795,97,128,115,7421,43230,874,292030,217607,190777,126766,79430,47395,30870,820367,308639,183519,1754,19859,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,278931,208577,537705,321272,97918,12771,55547,309563,51429,202449,221,531,23,9108,31687,831,233074,136719,242580,182260,82114,45613,23742,643579,225871,155452,2181,16146,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,122434,204197,464411,106008,135667,11547,73409,550560,164406,4419,520,118,783,5564,49419,808,185668,131150,132014,85745,40613,22995,14802,480895,189889,116810,1632,16906,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,117311,196068,413599,103693,142729,9205,57752,473049,69808,47653,120,128,16,2177,38194,340,160514,109491,121529,88787,46142,23885,13956,484084,152720,89870,1268,8012,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,103001,118331,240458,99780,80840,4449,36263,112378,95012,16770,51,33,15,8016,28769,351,111484,82873,84920,63545,38503,21987,13847,298844,100340,62244,1102,10065,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,252017,152567,495838,105334,150028,19471,129751,410127,322963,75865,356,283,222,5316,31414,328,217175,100367,133770,79045,29934,15700,9822,587976,206826,104418,923,9725,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,283702,429473,1226694,133585,380976,19911,178703,1683169,238295,6164,734,188,284,17270,68238,2155,407904,303053,296937,231565,160964,100290,63595,1244572,425668,268387,8015,29434,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,756176,386691,1771386,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,164237,350908,22538,730982,361522,547583,495515,370847,247237,195181,1742293,725938,409166,34053,141089,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,322572,167630,660365,109975,206902,43179,130146,628044,398243,83208,198,245,125,11545,34879,591,260993,146399,171416,110822,52248,28087,19832,745027,261849,137727,1285,10359,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,155510,133135,310933,158019,90232,8011,32383,201524,15103,306601,51,753,114,3472,16865,423,155283,82317,130068,97580,47836,24842,13674,357859,143560,97817,1158,9742,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,676407,141674,1071671,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,49345,301389,3745,490657,242336,385986,147397,171505,115095,82319,1123443,465706,299774,9726,69279,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,389989,69902,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,77454,214253,3729,326462,100770,168165,126285,166677,82235,51015,535765,278153,176083,10389,69005,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,1734501,371167,2673993,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,240742,808827,17560,1318975,544564,1057297,609600,532584,279583,201884,2669348,1251116,857143,35104,228887,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,969388,147492,1335715,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,114040,440374,9626,623480,275785,529576,219702,203139,121453,89475,1487013,617276,346905,14163,111250,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,551763,150845,1000692,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,34924,271439,3971,389403,188998,474921,194233,181076,105347,54900,1018195,397120,287271,9724,44813,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,69338,65187,120705,66504,49859,1399,16763,245151,1617,2709,68,1649,15,1022,12516,117,58391,25597,22787,14170,7192,6755,3421,167348,63802,23927,305,2625,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,760083,167639,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,58890,326594,4987,527490,246391,430477,143199,182756,129109,96990,1295274,527085,353549,11722,67663,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,480229,85545,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,74534,238505,4510,392426,114570,257550,160083,177585,96470,72420,564994,341380,230864,15446,59192,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,667479,189108,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,60522,307257,5711,447348,188329,332648,196470,217567,132435,75262,891230,460057,306412,7425,55959,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,705099,170108,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,100812,372671,7320,530691,242130,446793,206686,269748,154781,123863,1068518,538551,336173,15449,90291,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,690948,93885,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,140584,347962,15013,483104,252596,383041,185530,227113,143453,137768,1017935,505688,322577,21127,91208,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,423451,72271,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,31959,198064,3373,291972,121615,244640,112703,105150,63816,42053,601578,279069,183409,5205,30957,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,844237,242791,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,77334,404767,9752,600007,177860,579057,270622,290570,153746,104256,1570719,604665,388935,12872,73797,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,752387,151193,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,90599,400702,4851,628981,182255,354480,232531,292369,147837,103152,877340,522039,375918,14979,97603,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,601951,128115,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,41517,295937,2456,413564,240925,430529,201965,158442,84357,55310,904453,426094,266586,5681,47577,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,258753,20185,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,40958,113931,3308,212974,51287,111562,75291,86232,54939,43225,276918,163360,113919,16963,22161,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,584590,133282,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,72407,309494,5051,477609,138015,289841,228422,225498,107929,71422,841499,419380,274240,9208,85198,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,468785,340300,258608,129341,129267,164271,82761,81510,654766,387974,266792,508089,146677,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,31673,223166,2135,337649,222140,357098,127605,113028,72243,43967,855430,330393,202984,6211,45100,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,714901,156507,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,80452,391033,3367,562302,145178,309476,226552,308624,157839,102838,902307,527236,375100,8188,96273,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,1082108,232160,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,273706,640868,28397,920982,207091,537686,404565,452412,222230,212541,1580116,865220,553705,40420,211066,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,577213,402556,400933,200359,200574,367071,182101,184970,903413,530373,373040,725985,177428,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,51443,314547,5200,455848,147743,385673,163709,153346,82082,50463,1196670,465173,265810,11104,70603,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,652789,127809,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,128087,363835,8791,554106,191641,385978,292481,251095,132138,111753,913150,513297,325542,20781,111532,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,1078431,276215,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,116539,562769,7971,890242,270373,500593,386998,423738,213588,143735,1351461,760936,564196,14929,137806,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,459446,53795,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,83810,224814,9070,385389,142493,286193,176260,178094,109663,107279,559565,340903,276234,21349,65169,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,596387,208084,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,274392,507913,28842,723536,133039,334339,418953,573306,274789,198858,891512,648522,585591,42404,144891,110.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,1061388,187955,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,499291,771287,88737,1174691,212263,446380,554817,702511,389793,429880,1396968,1024720,858010,135307,322394,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,415947,100416,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,54626,244844,8250,412433,79149,166604,209398,261237,136428,86136,494456,352163,261471,21976,35855,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,115356,511167,32653,872479,204713,487016,491844,540383,308670,217203,1187177,741984,588081,44108,76530,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,74092,237670,10378,417805,115476,268084,230416,238900,122657,76192,688763,369883,246975,19438,34267,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,263148,630767,31542,925130,172247,406592,562529,595191,307950,233402,1177359,795245,660965,58867,144080,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,187213,464039,37849,678161,117681,271496,373998,475724,280720,221350,811653,596302,565048,73096,122177,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,145558,641660,36791,990336,247996,564392,647221,630818,351267,250117,1487644,909581,686109,54277,149330,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,139994,730119,27909,1157129,415601,770417,814285,933793,392867,203779,2406005,1041361,662311,59145,138096,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,178386,587583,27162,894341,249198,492864,608176,572412,232109,180540,1395222,802611,608966,43458,145549,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,343590,783872,71621,1169117,206328,460690,642470,682156,389161,381782,1488441,989238,820024,96456,220675,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,338350,721625,56148,1051867,222627,445696,524387,821831,362657,338600,1394214,931841,792182,84016,220583,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,23028,149864,4712,277988,65326,144896,137227,184266,87042,51111,412806,246590,157326,13027,22721,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,749237,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,227040,119431,402766,115448,130376,7051,93596,686524,21473,2132,606,86,1653,23388,81338,1290,207713,113208,115716,93450,58536,42743,31646,444954,193520,109813,2895,29063,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,845071,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,241288,73982,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,15886,84720,619,206741,148647,117053,62802,51499,29551,22791,535410,194772,114131,2373,23638,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,1701698,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,530506,362508,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,27283,277927,1712,470867,290699,312640,235251,168635,126308,74213,969773,453605,276799,4045,46168,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,1385881,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,525791,128106,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,30115,181139,1158,299270,157337,137116,74067,59100,42649,30754,923665,302833,158594,3102,31152,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,1575362,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,511287,275693,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,45270,230974,2109,406649,239114,232532,176325,140402,105696,82761,938819,392728,242592,5740,59230,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,422111,98657,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,32268,107819,1166,359596,202629,261162,199044,140743,96011,50222,1040736,399676,258588,4463,46137,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,2371061,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,706036,161421,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,281442,452912,40788,700719,229082,303171,287198,211371,178165,266618,1405814,625594,330291,60383,213130,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,757847,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,274900,53439,429508,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,40478,112420,986,178840,107547,119468,69765,57058,42618,28237,469838,181605,106034,2142,22453,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,553862,197935,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,36506,176056,1880,470917,270951,236054,160310,112961,77787,59704,1112636,394060,252417,6206,48339,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,2090922,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,673845,284139,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,73284,344875,3588,553944,284113,336391,225747,215098,167946,112383,1232263,535316,321977,8235,75332,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,389993,184602,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,23270,187731,1432,369901,197917,217296,150040,95032,64414,41158,768929,312593,181403,3031,28333,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,247229,73931,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,17555,97696,616,203854,132176,131372,88949,73398,48978,34853,473097,195131,118186,2897,25575,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,1563715,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,528526,214150,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,59521,270457,3518,376009,242508,225380,149522,125772,94403,55383,943954,388648,230280,9017,77281,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,2185793,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,783019,244955,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,75637,349639,2388,515712,262090,244058,164576,134279,99882,66721,1377326,533243,273050,8080,85477,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,704524,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,250137,139788,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,4576,62372,554,227795,103002,113875,84065,49277,31104,15179,419531,181841,102522,1291,7979,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,1241519,400537,253443,193115,100646,92469,190819,98206,92613,514897,335454,179443,353671,161226,726622,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,34184,144248,2482,285085,197902,157141,84560,79924,50724,42147,793150,285176,162104,5968,43568,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,803114,554096,393068,210354,182714,72133,37704,34429,685311,548820,136491,559845,125466,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,165061,306859,15779,444892,235648,235924,204871,193082,166719,193947,1218319,519728,291451,21313,126189,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,570465,203807,148743,92865,48553,44312,159678,81446,78232,230979,156852,74127,163781,67198,339486,68019,101256,6459,55245,527462,38640,683,676,93,1573,22174,95066,986,144559,90059,87733,60757,46556,31939,27126,347774,138882,83417,3556,30952,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,1241350,469199,341445,205007,107237,97770,197300,101041,96259,478082,345435,132647,361648,116434,763268,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,61415,198076,2871,315396,159703,183156,145076,119682,89589,84769,730768,318232,191501,7335,67460,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,3276697,1289631,1019499,545239,280184,265055,217679,112687,104992,1268195,939055,329140,1137251,130944,2008502,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,417170,593576,48691,788318,428413,472233,384611,362209,300076,382658,1877270,894464,493096,64865,286973,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,2463289,980307,776161,348029,179858,168171,375231,189915,185316,1005624,705970,299654,744287,261337,1457665,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,192581,452023,20443,624761,267932,352284,313910,268333,222987,235072,1387369,679185,391903,26487,154678,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,1025048,214582,137499,17427,8770,8657,891818,446359,445459,515121,265489,249632,370641,144480,509927,329175,115649,5132,65165,960925,15733,38423,141,65,8871,16683,125411,744,235793,98308,79781,40466,38236,28990,20240,684200,220769,119681,2215,20076,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,1292042,460583,330190,155717,79369,76348,317699,159799,157900,543874,348410,195464,316144,227730,748168,112812,223902,31261,175899,1240650,37232,3158,1167,157,5342,38086,172416,2179,349031,198447,207366,161727,112242,80935,53578,778414,326582,185857,3958,35359,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,1054905,348033,256929,48425,24652,23773,610528,299918,310610,559649,300235,259414,325159,234490,495256,148931,318909,9453,82356,849518,16558,12450,436,297,1789,18413,143803,912,316932,156711,170994,115632,82166,58066,35476,614794,278553,160510,2246,19880,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,1340411,502898,331693,249024,126822,122202,33092,17023,16069,679723,397714,282009,535066,144657,660688,281465,266350,8556,123352,1192588,125548,1120,849,242,19029,47723,239885,2324,384119,244891,217234,149219,109751,77219,52546,781000,346861,211815,5435,62695,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1965970,747652,432033,421519,228548,192971,17030,8947,8083,675993,525329,150664,520970,155023,1289977,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,45113,131486,1781,414586,288979,285682,228234,170254,115790,71005,1254302,452484,257704,5829,48525,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,826067,307889,200945,111162,56400,54762,71441,36738,34703,418682,245708,172974,358500,60182,407385,175602,136330,4020,102730,741288,67324,1508,1110,224,14165,34666,145258,1945,242197,137656,127167,83189,69134,53465,42343,476995,217403,131227,4498,47549,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,1016520,332140,220419,207990,109421,98569,170879,87697,83182,431998,275375,156623,276633,155365,584522,135445,198847,12201,85505,974748,35214,418,186,37,4734,13285,76097,653,288923,171707,134936,99251,70359,47903,29795,635347,235035,144827,2219,18488,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,1331597,479093,341127,225891,119226,106665,205006,105627,99379,517838,370366,147472,370241,147597,813759,138725,228151,17316,133646,1195235,120331,1725,2262,253,10637,34499,194373,1141,325713,237981,210402,144108,117908,69419,48384,832939,316319,181524,6017,48130,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,1545814,488797,315448,295718,151260,144458,53751,27477,26274,745603,429768,315835,471773,273830,800211,285095,330820,12123,117565,1433879,106928,1243,460,121,1599,30688,231130,1611,401717,239738,174381,103464,96386,72316,51499,935230,363218,246447,4185,46026,96.0,52.0
