State,District,Latitude,Longitude,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,856350,626997,488596,242844,245752,495794,247472,248322,1323667,748939,574728,1066460,257207,1417572,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,194954,566108,5512,817714,232470,344167,281752,225957,143143,100226,1536378,704551,422522,8338,96998,100.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,1338474,972486,583135,292379,290756,154127,78573,75554,2036166,1208544,827622,1679655,356511,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,223016,897970,8606,1244428,462273,720357,582075,331793,162175,144915,2189396,1104565,739612,9915,144214,98.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,1484794,1183084,785760,389582,396178,159165,79756,79409,1933357,1202223,731134,1669852,263505,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,324406,944555,13763,1303870,522961,770836,673197,548336,265199,246409,2148179,1159053,807430,16296,186568,100.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,1716933,1571644,945269,468883,476386,213195,104422,108773,2093681,1545831,547850,1748117,345564,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,479914,1297273,22411,1605841,669420,947606,797497,521562,271809,263023,2724328,1478954,948122,25381,232073,101.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,1634726,1325715,957407,476333,481074,247089,125105,121984,2381624,1442370,939254,2106326,275298,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,648568,1186028,19383,1582990,736270,845810,674957,453446,246580,221924,2583462,1371811,928462,17424,190079,100.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,1542688,1349467,247927,124313,123614,48937,25556,23381,1413297,1045585,367712,1096081,317216,2530026,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,581509,869721,149034,1066289,230962,596591,685215,811501,517425,558090,2249130,1068243,542669,124106,439890,95.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1257238,949591,709757,352481,357276,106745,53495,53250,1876768,1049463,827305,1590304,286464,1899501,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,344667,926768,8831,1165280,340372,453505,482842,463403,293493,256633,1940234,1031735,728494,14175,192965,101.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,901640,728594,462896,229905,232991,765565,378532,387033,1410062,802906,607156,1215871,194191,1387308,224972,804537,19799,360754,2595321,158887,33463,655,217,459,219710,668519,8628,870625,295639,346118,329630,238811,154774,160804,1530602,774583,477955,11887,115078,101.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,1598959,1410759,871063,435412,435651,132464,66734,65730,2048880,1327299,721581,1744978,303902,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,632890,1163932,30438,1476334,618101,692968,630603,531821,312753,328454,2340943,1284630,833959,27969,212111,99.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,1246369,880792,737945,370215,367730,82831,42052,40779,2029425,1164122,865303,1757520,271905,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,195001,816721,10081,1090835,521327,672951,466940,271828,152453,115504,2368684,1053618,609027,10622,118153,99.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,1158386,782260,708954,356099,352855,364269,187035,177234,2082501,1140067,942434,1815643,266858,1970527,569142,931084,57846,524429,3673456,334172,21345,658,290,388,136843,757821,6153,1010015,419379,596134,441585,308575,169083,98227,2360874,1027525,637430,12615,121553,98.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,953406,683731,537947,266413,271534,168985,86574,82411,1442203,837874,604329,1195494,246709,1591085,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,163074,604719,8635,789132,324267,503713,481984,373729,201928,127493,1735769,779738,509368,14362,119276,99.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1160757,840262,637385,318359,319026,394279,203876,190403,1741693,976428,765265,1493419,248274,1747116,325224,863131,45124,508214,3249231,188646,35025,937,241,250,228818,789225,7715,1030937,369537,518669,471233,367424,238695,196134,1932349,897137,651748,18927,143010,98.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,790214,599596,371074,178798,192276,192941,95679,97262,1261076,684320,576756,1055965,205111,1290259,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,186740,545913,5261,720298,269487,421399,338668,396396,223365,141850,1399773,676401,437573,10088,102049,104.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1107686,796749,787861,397242,390619,151145,76677,74468,1700567,991842,708725,1463508,237059,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,290947,763746,6151,1087575,489805,495556,368919,249034,142026,133627,1832695,917391,641707,9071,105940,98.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,857824,637557,255664,125214,130450,166118,81382,84736,1290288,766483,523805,936244,354044,1412826,165317,700833,34479,389659,2666950,9025,18879,193,77,160,149554,615432,3988,902436,291793,348354,319244,251521,146721,121213,1423119,747385,528736,5264,64087,101.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,707503,530885,247728,121493,126235,235556,114687,120869,1157962,679289,478673,953215,204747,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,140361,527736,4453,749514,250446,300057,257468,186576,115144,103591,1206366,666394,451469,5002,61858,102.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1179790,885233,616102,307709,308393,530656,268976,261680,1705655,960926,744729,1442197,263458,1806921,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,237349,828077,12952,1046987,314252,457529,454322,430242,279234,248942,1891954,941452,664872,15727,139404,100.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1379223,1273166,811698,403693,408005,109072,53367,55705,1773112,1199338,573774,1534166,238946,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,435334,1017568,12050,1255628,595331,718960,585595,415178,215863,207586,2051513,1127764,755533,14687,182698,100.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,44027,29147,0,0,0,53878,27061,26817,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,4762,14593,170,39920,20425,22537,17354,10032,5641,3633,96630,35018,16414,1102,2450,93.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,21599,16850,0,0,0,72400,35266,37134,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,3583,5318,57,19718,11713,10487,8852,6213,4510,2330,53752,17922,6960,577,1382,103.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,34210,28366,0,0,0,69979,34533,35446,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,4866,14231,450,29021,9938,13713,13968,10937,9498,6540,61993,25334,11802,2072,4568,98.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,20258,16348,0,0,0,90764,44459,46305,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,586,3911,95,19695,12661,15054,12264,6997,4353,2031,64379,20713,6836,605,884,103.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,48380,34682,0,0,0,47410,23457,23953,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,6549,17157,312,44971,19306,25179,20643,13070,7612,5180,94890,35493,15195,1203,3884,91.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,18087,13762,0,0,0,25974,12649,13325,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,3068,5932,207,15950,5875,7957,7351,5508,3570,2795,35140,13254,5652,703,2128,93.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,29470,24587,0,0,0,72911,35803,37108,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,4211,12493,381,23477,8492,10821,11661,9861,7674,5230,55258,20305,7412,2002,2973,98.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,65794,55254,0,0,0,117216,56469,60747,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22966,30539,2477,50488,15368,21956,21376,20007,17342,13840,120592,43812,11856,6454,8668,98.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,17720,8353,0,0,0,34811,16770,18041,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,3794,8635,96,13182,4904,4730,4029,2140,1989,1379,30709,13849,5399,895,205,71.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,29313,18661,0,0,0,98372,49365,49007,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,3104,16026,98,24920,13585,16989,12077,7834,4305,2134,71785,25669,14423,679,1369,94.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,10723,7472,0,0,0,28468,14413,14055,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,1504,6198,97,10751,3952,5584,4915,2935,2211,1349,21090,8910,5252,430,1031,89.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,24807,20471,0,0,0,78323,38570,39753,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,3123,5373,139,19214,10219,16118,15339,10348,8017,4276,56054,20055,7230,569,1435,100.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,29566,18926,0,0,0,46380,22771,23609,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,7133,14188,202,24195,8836,10317,8428,5633,3987,2693,53026,22362,8493,1299,1045,82.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,36777,27969,0,0,0,92783,45746,47037,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,6115,14204,303,30775,14227,17675,15908,11441,8418,6030,70415,28305,13469,1964,4023,93.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,1693622,499038,398020,95320,49165,46155,27344,13530,13814,561824,445297,116527,439453,122371,1131798,205259,98946,30342,227277,492966,1198036,1020,112,49,399,50806,84804,2078,499381,210607,307884,300845,121924,87377,46947,1072312,405046,215355,5560,24913,95.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,738804,237114,196964,82784,42513,40271,18835,9377,9458,255806,197542,58264,191671,64135,482998,83442,47406,9485,115473,359145,371033,5924,384,236,871,29937,49866,2523,220393,93591,138294,133643,55924,35491,20221,458796,184849,94939,5837,16579,97.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,1736617,639946,534182,264897,136051,128846,17569,8736,8833,608062,469752,138310,471259,136803,1128555,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,62135,140205,5316,435160,256855,447993,379469,156156,79766,45341,1048990,444899,241776,8700,22647,96.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,928500,268666,218373,40260,20566,19694,8419,4300,4119,324843,246864,77979,241456,83387,603657,129456,81617,10542,103228,327322,597392,1688,431,57,724,17676,45444,1166,288706,119027,163277,161153,59039,47398,22267,583436,226525,118102,3533,13662,95.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,686133,237761,185267,44225,23006,21219,325560,165449,160111,316800,186577,130223,201364,115436,369333,231937,19181,7224,58458,655052,13475,8711,297,911,167,16547,28195,1192,228262,79107,138838,136371,80804,55399,28006,434221,169630,82051,3504,12293,95.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,1326335,491361,393170,58876,30517,28359,102871,51835,51036,560557,368013,192544,391597,168960,765778,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,76292,136685,8817,377015,143189,243607,301287,139813,89500,59380,767147,371864,186774,21112,44664,96.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,1008183,304302,259275,45094,22999,22095,231570,116013,115557,362573,267118,95455,266376,96197,645610,126549,75828,14346,145850,347878,579929,77862,771,194,477,21455,78641,1364,268114,124700,213510,183904,73683,39885,18294,650509,239831,117427,4112,15292,96.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,1066888,396475,325289,62298,31807,30491,111765,56420,55345,479928,309104,170824,331210,148718,586960,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,40889,82345,3073,327083,117393,223902,261192,111145,66197,36887,629153,289085,148244,9295,27300,96.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,659296,226836,180530,70659,36369,34290,691,354,337,214240,170792,43448,165193,49047,445056,65673,31248,7313,110006,251194,397653,8480,84,490,247,11035,44143,1211,175417,88596,177984,139029,50056,28504,11608,419921,156243,82841,2583,5589,95.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,1092256,432335,362594,88665,45194,43471,139971,70795,69176,498618,320746,177872,338635,159983,593638,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,71639,122063,5651,367154,99454,201680,295444,128050,97025,62608,604908,315550,171062,16081,44159,96.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,1517542,550219,445100,107827,55237,52590,182038,92094,89944,628954,428492,200462,421244,207710,888588,185803,99522,69106,274523,877495,601784,33297,319,185,1330,70272,122191,3109,434445,163849,290097,353861,154831,118849,55011,895775,408232,212740,10052,34461,95.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,956313,314253,242961,44961,23436,21525,538738,272460,266278,383441,246193,137248,260482,122959,572872,223020,60952,9861,89608,766000,20290,157789,370,6260,397,18763,53918,1923,252876,109324,212224,199289,93137,40602,18225,618633,233739,103123,3934,13699,95.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,1228686,435942,359355,157890,81384,76506,1940,994,946,399171,319798,79373,293392,105779,829515,94348,67033,17435,220355,521962,692489,11990,114,446,524,28261,70951,1933,294640,198059,333885,257931,76685,39637,21408,779850,284368,163990,3757,7289,96.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,887142,275220,214085,29570,15386,14184,278665,139579,139086,341131,236322,104809,253110,88021,546011,156753,56330,12423,115625,529068,252271,101091,93,1718,396,15089,41373,1218,222011,116899,166013,154715,78788,39571,17287,552671,224715,108956,2996,12191,96.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,283533,146462,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,32104,60296,1948,327933,126950,212080,217497,107326,82885,44212,639385,268872,133615,6904,25699,97.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,734993,245005,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,89206,195631,5121,799185,392616,638088,576214,199792,115864,66994,1778277,678034,366112,13979,47693,96.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,771639,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,196773,70850,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,37849,68313,1631,238944,75866,141690,192771,81507,71734,39368,442061,211320,117809,4785,18810,95.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,558325,212281,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,70047,133368,4358,547853,216097,416218,377653,141373,90385,49901,1159991,501239,261648,11760,39796,96.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,410188,147008,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,70471,161718,5135,381614,150893,266717,276292,109805,61040,38152,799874,352158,175377,13323,31363,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,2811569,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,17004,43290,2561,703274,625357,426625,206161,112955,68177,39627,1872943,612012,324091,5041,31983,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,24106,44456,2362,477297,559512,482199,302662,253142,136783,91371,1626969,564571,340948,7145,32335,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,246324,589477,23258,979132,381695,686271,422964,537936,310762,253253,2211996,909771,571932,33322,230188,92.0,68.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,24106,44456,2362,477297,559512,482199,302662,253142,136783,91371,1626969,564571,340948,7145,32335,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,246324,589477,23258,979132,381695,686271,422964,537936,310762,253253,2211996,909771,571932,33322,230188,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,2034763,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,15459,62359,1704,444096,408188,386707,196305,120653,63103,35767,1291235,462080,278863,3258,24398,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,49493,120373,4644,733625,577601,484502,291877,207136,144783,101836,1951688,644874,369996,9821,41377,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,63241,174534,6764,653161,614644,524322,300767,247079,154643,118843,1952879,674660,397654,8644,47618,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,45763,62153,3661,511927,581580,605307,367059,313509,163303,131137,1722387,613072,387389,7391,43689,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,27362,46760,1784,334657,331675,420187,256124,178044,89306,64117,1074754,375372,253998,5341,26325,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,3937385,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,59510,127442,6280,1002713,672797,490534,332382,224622,152540,129597,2535344,865971,529314,10325,52586,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,57738,112617,6856,807571,902272,757690,447480,342254,191824,131163,2810026,936630,537333,11827,59202,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,31193,69375,3707,554058,540603,470828,291624,223776,123249,79109,1642807,546202,370662,9508,51902,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,12984,32633,1839,356760,420472,317612,153973,104211,56137,29633,1135919,392052,227016,4842,18411,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,15507,27641,1106,214792,211761,165906,117558,112966,68748,45519,714244,254582,155106,2522,13682,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,3071029,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,32570,60900,2941,738070,472616,444260,237243,133811,88498,57114,2054202,660403,353483,5118,35004,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,15401,40641,1580,394703,350601,233494,130004,100555,65931,38697,1114645,355531,195796,3120,14047,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,1690400,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,11715,58718,1093,445150,356401,235779,89025,42778,25989,15386,1139615,361114,188447,2436,19539,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,12938,44491,1186,207645,172076,149312,111684,85807,48001,27261,650642,218840,130655,2415,9577,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,2001762,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,12302,23236,1397,510278,340813,189431,114474,99437,79891,44955,1311771,444235,242382,4560,21254,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,4487379,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,47090,113281,5319,1088786,783888,771417,520875,303114,170563,137780,2860455,1009424,611899,11636,59254,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,1367765,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,49141,90461,2653,308063,226699,158699,146414,147152,101907,64469,860147,316713,188319,3755,24259,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,87796,180651,10290,1119394,1092952,743623,419433,299475,194920,138916,3016735,1079189,697108,23333,94249,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,43761,101378,4156,616663,581978,486266,320839,274556,177358,133032,1829128,642197,403129,7955,29239,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,20522,31162,1841,424874,601011,368649,195072,161127,95943,64585,1440781,485628,288805,3991,15948,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,797544,681403,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,38414,57546,3495,936134,1053481,543965,250243,159563,98732,70669,2544205,888205,497793,10911,48435,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,5838465,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,321307,546859,40692,1210094,1244842,1095655,920051,698351,463361,452340,3626564,1382654,815638,49821,176114,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,52358,74979,7719,1243825,1280809,982506,450631,241118,121594,68781,3316422,1122340,648009,19282,78531,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,33688,86058,4170,798596,668690,360243,184327,119259,83226,59996,2155512,696556,372692,8390,40178,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,41659,114893,4594,608061,535187,548971,399053,333053,194928,161555,1875174,673742,407193,10819,49892,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,21651,41342,1668,470697,348300,194897,104182,90182,64560,47051,1249692,415863,233870,3824,20489,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,46123,88021,5379,1056465,781038,710468,438908,284082,186153,129933,2766930,913339,568812,10621,56464,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,3951862,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,51822,94787,4509,777622,793945,693465,433759,361171,213251,148065,2516115,847031,585386,10948,68604,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,6803,20065,631,132638,129673,110525,59529,52860,33856,19676,413475,136898,85045,1728,6933,93.0,52.0
